d0000001.s001.h001 object%1:03:00::
d0003238.s001.h001 note%1:07:00::
d0003239.s001.h001 note%1:07:00::
d0003240.s001.h001 vibration%1:07:00::
d0003241.s001.h001 vibe%1:07:00::
d0003242.s001.h001 quality%1:07:02::
d0003243.s001.h001 caliber%1:07:00::
d0003244.s001.h001 fineness%1:07:03::
d0003245.s001.h001 ultimate%1:07:00::
d0003246.s001.h001 grandness%1:07:02::
d0003247.s001.h001 richness%1:07:04::
d0003248.s001.h001 expansiveness%1:07:02::
d0003249.s001.h001 ingenuity%1:07:00::
d0003250.s001.h001 cleverness%1:07:00::
d0003251.s001.h001 poorness%1:07:01::
d0003252.s001.h001 scrawniness%1:07:01::
d0003253.s001.h001 wretchedness%1:07:00::
d0003254.s001.h001 point%1:07:01::
d0003255.s001.h001 point%1:07:02::
d0003255.s001.h002 point%1:07:02::
d0003256.s001.h001 mold%1:07:00::
d0003257.s001.h001 saving_grace%1:07:00::
d0003258.s001.h001 saving_grace%1:07:00::
d0003259.s001.h001 saving_grace%1:07:00::
d0003260.s001.h001 changeableness%1:07:00::
d0003261.s001.h001 fluidity%1:07:01::
d0003262.s001.h001 fluidness%1:07:01::
d0003263.s001.h001 fluidity%1:07:01::
d0003264.s001.h001 shiftiness%1:07:01::
d0003265.s001.h001 transferability%1:07:00::
d0003266.s001.h001 inconvertibility%1:07:00::
d0003267.s001.h001 absoluteness%1:07:00::
d0003268.s001.h001 constancy%1:07:00::
d0003269.s001.h001 invariance%1:07:01::
d0003270.s001.h001 monotony%1:07:00::
d0003271.s001.h001 humdrum%1:07:00::
d0003272.s001.h001 sameness%1:07:02::
d0003273.s001.h001 fixedness%1:07:02::
d0003274.s001.h001 fixity%1:07:01::
d0003275.s001.h001 incurability%1:07:02::
d0003276.s001.h001 sameness%1:07:00::
d0003277.s001.h001 identity%1:07:02::
d0003278.s001.h001 likeness%1:07:00::
d0003279.s001.h001 homogeneity%1:07:00::
d0003280.s001.h001 approach%1:07:01::
d0003281.s001.h001 sort%1:07:00::
d0003282.s001.h001 sort%1:07:00::
d0003283.s001.h001 echo%1:07:02::
d0003284.s001.h001 echo%1:07:02::
d0003285.s001.h001 comparison%1:07:00::
d0003286.s001.h001 compare%1:07:00::
d0003287.s001.h001 naturalness%1:07:01::
d0003288.s001.h001 difference%1:07:00::
d0003289.s001.h001 distinction%1:07:00::
d0003290.s001.h001 divergence%1:07:01::
d0003291.s001.h001 diversity%1:07:02::
d0003292.s001.h001 variety%1:07:00::
d0003293.s001.h001 biodiversity%1:07:00::
d0003294.s001.h001 variety%1:07:01::
d0003295.s001.h001 change%1:07:00::
d0003296.s001.h001 inequality%1:07:00::
d0003297.s001.h001 far_cry%1:07:01::
d0003298.s001.h001 gap%1:07:00::
d0003299.s001.h001 spread%1:07:02::
d0003300.s001.h001 gulf%1:07:00::
d0003301.s001.h001 disconnect%1:07:00::
d0003302.s001.h001 certainty%1:07:00::
d0003303.s001.h001 cert%1:07:00::
d0003304.s001.h001 finality%1:07:00::
d0003305.s001.h001 moral_certainty%1:07:00::
d0003306.s001.h001 moral_certainty%1:07:00::
d0003307.s001.h001 probability%1:07:00::
d0003308.s001.h001 probability%1:07:00::
d0003309.s001.h001 uncertainty%1:07:00::
d0003310.s001.h001 precariousness%1:07:01::
d0003311.s001.h001 slam_dunk%1:07:00::
d0003312.s001.h001 dubiousness%1:07:00::
d0003313.s001.h001 question%1:07:00::
d0003314.s001.h001 improbability%1:07:00::
d0003315.s001.h001 improbability%1:07:00::
d0003316.s001.h001 speculativeness%1:07:00::
d0003317.s001.h001 factuality%1:07:01::
d0003318.s001.h001 smoke%1:07:00::
d0003319.s001.h001 smoke%1:07:00::
d0003320.s001.h001 particularity%1:07:00::
d0003321.s001.h001 specificity%1:07:01::
d0003322.s001.h001 specificity%1:07:01::
d0003323.s001.h001 specificity%1:07:02::
d0003324.s001.h001 individuality%1:07:00::
d0003325.s001.h001 singularity%1:07:01::
d0003326.s001.h001 pervasiveness%1:07:00::
d0003327.s001.h001 prevalence%1:07:00::
d0003328.s001.h001 currency%1:07:02::
d0003329.s001.h001 totality%1:07:00::
d0003330.s001.h001 totality%1:07:00::
d0003331.s001.h001 simplicity%1:07:02::
d0003332.s001.h001 complexity%1:07:00::
d0003333.s001.h001 tapestry%1:07:00::
d0003334.s001.h001 trickiness%1:07:01::
d0003335.s001.h001 regularity%1:07:00::
d0003336.s001.h001 organization%1:07:00::
d0003337.s001.h001 system%1:07:00::
d0003338.s001.h001 smoothness%1:07:01::
d0003339.s001.h001 smoothness%1:07:01::
d0003340.s001.h001 fluctuation%1:07:00::
d0003341.s001.h001 rockiness%1:07:00::
d0003342.s001.h001 ruggedness%1:07:01::
d0003343.s001.h001 hilliness%1:07:00::
d0003344.s001.h001 play%1:07:00::
d0003345.s001.h001 restlessness%1:07:01::
d0003346.s001.h001 weatherliness%1:07:00::
d0003347.s001.h001 wiggliness%1:07:00::
d0003348.s001.h001 slackness%1:07:00::
d0003349.s001.h001 shakiness%1:07:00::
d0003350.s001.h001 lodgment%1:07:00::
d0003351.s001.h001 granite%1:07:00::
d0003352.s001.h001 sureness%1:07:02::
d0003353.s001.h001 sweetness%1:07:03::
d0003354.s001.h001 pleasantness%1:07:00::
d0003355.s001.h001 agreeableness%1:07:01::
d0003356.s001.h001 amenity%1:07:00::
d0003357.s001.h001 enjoyableness%1:07:00::
d0003358.s001.h001 unpleasantness%1:07:00::
d0003359.s001.h001 unpalatability%1:07:01::
d0003360.s001.h001 nastiness%1:07:00::
d0003361.s001.h001 vileness%1:07:01::
d0003362.s001.h001 tenability%1:07:00::
d0003363.s001.h001 naturalness%1:07:00::
d0003364.s001.h001 naturalness%1:07:00::
d0003365.s001.h001 sincerity%1:07:02::
d0003366.s001.h001 spontaneity%1:07:00::
d0003367.s001.h001 ease%1:07:01::
d0003368.s001.h001 airs%1:07:00::
d0003369.s001.h001 palatability%1:07:01::
d0003370.s001.h001 unexpectedness%1:07:00::
d0003371.s001.h001 quaintness%1:07:01::
d0003372.s001.h001 ethnicity%1:07:00::
d0003373.s001.h001 strangeness%1:07:02::
d0003374.s001.h001 exoticism%1:07:00::
d0003375.s001.h001 accuracy%1:07:02::
d0003376.s001.h001 truth%1:07:01::
d0003377.s001.h001 accuracy%1:07:03::
d0003378.s001.h001 exactness%1:07:00::
d0003379.s001.h001 exactitude%1:07:00::
d0003380.s001.h001 minuteness%1:07:01::
d0003381.s001.h001 preciseness%1:07:00::
d0003382.s001.h001 precision%1:07:00::
d0003383.s001.h001 trueness%1:07:00::
d0003384.s001.h001 looseness%1:07:01::
d0003385.s001.h001 inerrancy%1:07:00::
d0003386.s001.h001 errancy%1:07:01::
d0003387.s001.h001 irreproducibility%1:07:00::
d0003388.s001.h001 distinction%1:07:01::
d0003389.s001.h001 deservingness%1:07:00::
d0003390.s001.h001 popularity%1:07:00::
d0003391.s001.h001 popularity%1:07:00::
d0003392.s001.h001 hot_stuff%1:07:01::
d0003393.s001.h001 effect%1:07:01::
d0003394.s001.h001 shadiness%1:07:00::
d0003395.s001.h001 shadiness%1:07:00::
d0003396.s001.h001 refinement%1:07:01::
d0003397.s001.h001 civilization%1:07:00::
d0003398.s001.h001 elegance%1:07:00::
d0003399.s001.h001 elegance%1:07:01::
d0003400.s001.h001 dash%1:07:00::
d0003401.s001.h001 daintiness%1:07:00::
d0003402.s001.h001 fineness%1:07:00::
d0003403.s001.h001 magnificence%1:07:01::
d0003404.s001.h001 brilliance%1:07:01::
d0003405.s001.h001 splendor%1:07:01::
d0003406.s001.h001 grandeur%1:07:01::
d0003407.s001.h001 grandness%1:07:00::
d0003408.s001.h001 eclat%1:07:01::
d0003409.s001.h001 eclat%1:07:02::
d0003410.s001.h001 class%1:07:00::
d0003411.s001.h001 woodenness%1:07:00::
d0003412.s001.h001 woodenness%1:07:00::
d0003413.s001.h001 urbanity%1:07:01::
d0003414.s001.h001 crudeness%1:07:02::
d0003415.s001.h001 focus%1:07:03::
d0003416.s001.h001 inscrutability%1:07:00::
d0003417.s001.h001 noise%1:07:01::
d0003418.s001.h001 elusiveness%1:07:00::
d0003419.s001.h001 vagueness%1:07:00::
d0003420.s001.h001 vagueness%1:07:00::
d0003421.s001.h001 twilight_zone%1:07:00::
d0003422.s001.h001 twilight_zone%1:07:00::
d0003423.s001.h001 no_man's_land%1:07:00::
d0003424.s001.h001 unrighteousness%1:07:00::
d0003425.s001.h001 mercifulness%1:07:00::
d0003426.s001.h001 relentlessness%1:07:00::
d0003427.s001.h001 unselfishness%1:07:00::
d0003428.s001.h001 greediness%1:07:00::
d0003429.s001.h001 self-love%1:07:00::
d0003430.s001.h001 drive%1:07:00::
d0003431.s001.h001 action%1:07:00::
d0003432.s001.h001 energy%1:07:02::
d0003433.s001.h001 second_wind%1:07:00::
d0003434.s001.h001 second_wind%1:07:00::
d0003435.s001.h001 fight%1:07:00::
d0003436.s001.h001 boldness%1:07:02::
d0003438.s001.h001 audacity%1:07:02::
d0003439.s001.h001 presumptuousness%1:07:00::
d0003440.s001.h001 fairness%1:07:00::
d0003441.s001.h001 grace%1:07:02::
d0003442.s001.h001 grace_of_god%1:07:00::
d0003443.s001.h001 consideration%1:07:00::
d0003444.s001.h001 antenna%1:07:00::
d0003445.s001.h001 defensiveness%1:07:00::
d0003446.s001.h001 defensiveness%1:07:00::
d0003447.s001.h001 bunker_mentality%1:07:00::
d0003448.s001.h001 tin_ear%1:07:00::
d0003449.s001.h001 dullness%1:07:00::
d0003450.s001.h001 dullness%1:07:00::
d0003451.s001.h001 bluntness%1:07:02::
d0003452.s001.h001 conscience%1:07:00::
d0003453.s001.h001 religiousness%1:07:01::
d0003454.s001.h001 good%1:07:01::
d0003455.s001.h001 right%1:07:01::
d0003456.s001.h001 rightfulness%1:07:00::
d0003457.s001.h001 immorality%1:07:00::
d0003458.s001.h001 corruption%1:07:01::
d0003459.s001.h001 degeneracy%1:07:01::
d0003460.s001.h001 depravity%1:07:00::
d0003461.s001.h001 putrefaction%1:07:00::
d0003462.s001.h001 infection%1:07:00::
d0003463.s001.h001 evil%1:07:00::
d0003464.s001.h001 worst%1:07:00::
d0003465.s001.h001 worst%1:07:00::
d0003466.s001.h001 filthiness%1:07:00::
d0003467.s001.h001 perversity%1:07:00::
d0003468.s001.h001 wrong%1:07:01::
d0003469.s001.h001 divinity%1:07:00::
d0003470.s001.h001 holy_of_holies%1:07:00::
d0003471.s001.h001 spunk%1:07:00::
d0003472.s001.h001 heart%1:07:01::
d0003473.s001.h001 heroism%1:07:00::
d0003474.s001.h001 valor%1:07:00::
d0003475.s001.h001 boldness%1:07:00::
d0003476.s001.h001 hardiness%1:07:01::
d0003477.s001.h001 faintness%1:07:03::
d0003478.s001.h001 resoluteness%1:07:00::
d0003479.s001.h001 resolution%1:07:00::
d0003480.s001.h001 nerves%1:07:00::
d0003481.s001.h001 steadiness%1:07:02::
d0003482.s001.h001 sturdiness%1:07:01::
d0003483.s001.h001 stiffness%1:07:04::
d0003484.s001.h001 decisiveness%1:07:00::
d0003485.s001.h001 determination%1:07:00::
d0003486.s001.h001 purpose%1:07:01::
d0003487.s001.h001 diligence%1:07:00::
d0003488.s001.h001 industry%1:07:00::
d0003489.s001.h001 intentness%1:07:00::
d0003490.s001.h001 singleness%1:07:01::
d0003491.s001.h001 volatility%1:07:01::
d0003492.s001.h001 indecisiveness%1:07:00::
d0003493.s001.h001 sincerity%1:07:00::
d0003494.s001.h001 sincerity%1:07:00::
d0003495.s001.h001 sooth%1:07:00::
d0003496.s001.h001 singleness%1:07:02::
d0003497.s001.h001 honor%1:07:00::
d0003498.s001.h001 integrity%1:07:00::
d0003499.s001.h001 integrity%1:07:00::
d0003500.s001.h001 probity%1:07:00::
d0003501.s001.h001 probity%1:07:00::
d0003502.s001.h001 good_faith%1:07:00::
d0003503.s001.h001 good_faith%1:07:00::
d0003504.s001.h001 motherliness%1:07:00::
d0003505.s001.h001 fatherliness%1:07:00::
d0003506.s001.h001 sleaziness%1:07:01::
d0003507.s001.h001 speciousness%1:07:00::
d0003508.s001.h001 patriotism%1:07:00::
d0003509.s001.h001 nationalism%1:07:00::
d0003510.s001.h001 disaffection%1:07:00::
d0003511.s001.h001 innocency%1:07:00::
d0003512.s001.h001 simplicity%1:07:04::
d0003513.s001.h001 discipline%1:07:00::
d0003514.s001.h001 restraint%1:07:00::
d0003515.s001.h001 control%1:07:01::
d0003516.s001.h001 temperateness%1:07:00::
d0003517.s001.h001 stiff_upper_lip%1:07:00::
d0003518.s001.h001 abandon%1:07:00::
d0003519.s001.h001 looseness%1:07:02::
d0003520.s001.h001 madness%1:07:00::
d0003521.s001.h001 dignity%1:07:00::
d0003522.s001.h001 dignity%1:07:00::
d0003523.s001.h001 contemptuousness%1:07:00::
d0003524.s001.h001 superiority%1:07:02::
d0003525.s001.h001 humility%1:07:00::
d0003526.s001.h001 knowledgeability%1:07:00::
d0003527.s001.h001 initiation%1:07:00::
d0003528.s001.h001 discernment%1:07:00::
d0003529.s001.h001 absurdity%1:07:01::
d0003530.s001.h001 economy%1:07:00::
d0003531.s001.h001 thriftlessness%1:07:00::
d0003531.s001.h002 waste%1:07:00::
d0003532.s001.h001 wastefulness%1:07:00::
d0003533.s001.h001 trust%1:07:00::
d0003534.s001.h001 suspiciousness%1:07:00::
d0003535.s001.h001 fastidiousness%1:07:00::
d0003536.s001.h001 squeamishness%1:07:00::
d0003537.s001.h001 squeamishness%1:07:00::
d0003538.s001.h001 manners%1:07:00::
d0003539.s001.h001 citizenship%1:07:00::
d0003540.s001.h001 good_form%1:07:00::
d0003541.s001.h001 grace%1:07:00::
d0003542.s001.h001 composure%1:07:00::
d0003542.s001.h002 equanimity%1:07:00::
d0003543.s001.h001 cool%1:07:02::
d0003544.s001.h001 wildness%1:07:01::
d0003545.s001.h001 wildness%1:07:01::
d0003546.s001.h001 dignity%1:07:01::
d0003547.s001.h001 gentleness%1:07:00::
d0003548.s001.h001 softness%1:07:03::
d0003549.s001.h001 mildness%1:07:01::
d0003550.s001.h001 formality%1:07:00::
d0003551.s001.h001 stateliness%1:07:01::
d0003552.s001.h001 deference%1:07:01::
d0003553.s001.h001 respect%1:07:00::
d0003554.s001.h001 crudeness%1:07:00::
d0003555.s001.h001 property%1:07:00::
d0003556.s001.h001 directness%1:07:00::
d0003557.s001.h001 straightforwardness%1:07:01::
d0003558.s001.h001 immediacy%1:07:02::
d0003559.s001.h001 pointedness%1:07:01::
d0003560.s001.h001 robustness%1:07:01::
d0003561.s001.h001 rurality%1:07:00::
d0003562.s001.h001 streak%1:07:01::
d0003563.s001.h001 streak%1:07:01::
d0003564.s001.h001 inheritance%1:07:01::
d0003565.s001.h001 heritage%1:07:00::
d0003566.s001.h001 background%1:07:00::
d0003567.s001.h001 birthright%1:07:00::
d0003568.s001.h001 breeding%1:07:02::
d0003569.s001.h001 origin%1:07:00::
d0003570.s001.h001 age%1:07:00::
d0003571.s001.h001 chronological_age%1:07:00::
d0003572.s001.h001 quaintness%1:07:02::
d0003573.s001.h001 freshness%1:07:01::
d0003574.s001.h001 freshness%1:07:01::
d0003575.s001.h001 crispness%1:07:02::
d0003576.s001.h001 crispness%1:07:02::
d0003577.s001.h001 manner%1:07:02::
d0003578.s001.h001 manner%1:07:02::
d0003579.s001.h001 mode%1:07:00::
d0003580.s001.h001 style%1:07:00::
d0003581.s001.h001 way%1:07:01::
d0003582.s001.h001 fashion%1:07:00::
d0003583.s001.h001 idiom%1:07:00::
d0003584.s001.h001 treatment%1:07:00::
d0003585.s001.h001 drape%1:07:00::
d0003586.s001.h001 fit%1:07:00::
d0003587.s001.h001 form%1:07:03::
d0003588.s001.h001 fast_lane%1:07:00::
d0003589.s001.h001 setup%1:07:00::
d0003590.s001.h001 touch%1:07:01::
d0003591.s001.h001 wise%1:07:00::
d0003592.s001.h001 wise%1:07:00::
d0003593.s001.h001 hang%1:07:00::
d0003594.s001.h001 structure%1:07:00::
d0003595.s001.h001 structure%1:07:00::
d0003596.s001.h001 architecture%1:07:00::
d0003597.s001.h001 framework%1:07:00::
d0003598.s001.h001 fabric%1:07:00::
d0003599.s001.h001 texture%1:07:03::
d0003600.s001.h001 grain%1:07:01::
d0003601.s001.h001 texture%1:07:03::
d0003602.s001.h001 grain%1:07:01::
d0003603.s001.h001 body%1:07:00::
d0003604.s001.h001 consistency%1:07:00::
d0003605.s001.h001 adhesiveness%1:07:00::
d0003606.s001.h001 adhesion%1:07:00::
d0003607.s001.h001 thinness%1:07:02::
d0003608.s001.h001 fluidity%1:07:00::
d0003609.s001.h001 fluidity%1:07:00::
d0003610.s001.h001 hardness%1:07:00::
d0003611.s001.h001 retentivity%1:07:00::
d0003612.s001.h001 urinary_retention%1:07:00::
d0003613.s001.h001 disposition%1:07:02::
d0003614.s001.h001 aptness%1:07:01::
d0003615.s001.h001 propensity%1:07:00::
d0003616.s001.h001 proneness%1:07:00::
d0003617.s001.h001 separatism%1:07:00::
d0003618.s001.h001 separatism%1:07:00::
d0003619.s001.h001 inclination%1:07:00::
d0003620.s001.h001 tendency%1:07:00::
d0003621.s001.h001 basophilia%1:07:00::
d0003622.s001.h001 desire%1:07:00::
d0003623.s001.h001 thirst%1:07:00::
d0003624.s001.h001 hunger%1:07:00::
d0003625.s001.h001 touch%1:07:00::
d0003626.s001.h001 texture%1:07:00::
d0003627.s001.h001 smoothness%1:07:00::
d0003628.s001.h001 smoothness%1:07:00::
d0003629.s001.h001 slickness%1:07:01::
d0003630.s001.h001 soapiness%1:07:00::
d0003631.s001.h001 fineness%1:07:02::
d0003632.s001.h001 optics%1:07:00::
d0003633.s001.h001 sleekness%1:07:01::
d0003634.s001.h001 grain%1:07:00::
d0003635.s001.h001 light%1:07:00::
d0003636.s001.h001 glare%1:07:00::
d0003637.s001.h001 sparkle%1:07:01::
d0003638.s001.h001 twinkle%1:07:00::
d0003639.s001.h001 dullness%1:07:03::
d0003640.s001.h001 softness%1:07:06::
d0003641.s001.h001 color%1:07:00::
d0003642.s001.h001 primary_color_for_pigments%1:07:00::
d0003643.s001.h001 primary_color_for_light%1:07:00::
d0003644.s001.h001 primary_subtractive_color_for_light%1:07:00::
d0003645.s001.h001 mellowness%1:07:01::
d0003646.s001.h001 richness%1:07:00::
d0003647.s001.h001 mottle%1:07:00::
d0003648.s001.h001 shade%1:07:00::
d0003649.s001.h001 bleach%1:07:00::
d0003650.s001.h001 amber%1:07:00::
d0003651.s001.h001 gold%1:07:00::
d0003652.s001.h001 bluish_green%1:07:00::
d0003653.s001.h001 blue%1:07:00::
d0003654.s001.h001 dun%1:07:00::
d0003655.s001.h001 complementary%1:07:00::
d0003656.s001.h001 coloration%1:07:00::
d0003658.s001.h001 tawniness%1:07:00::
d0003659.s001.h001 whiteness%1:07:01::
d0003660.s001.h001 aposematic_coloration%1:07:00::
d0003661.s001.h001 value%1:07:01::
d0003661.s001.h002 value%1:07:01::
d0003662.s001.h001 sound%1:07:00::
d0003663.s001.h001 sound%1:07:00::
d0003664.s001.h001 ring%1:07:00::
d0003665.s001.h001 unison%1:07:01::
d0003666.s001.h001 voice%1:07:00::
d0003667.s001.h001 silence%1:07:00::
d0003668.s001.h001 quiet%1:07:02::
d0003669.s001.h001 still%1:07:00::
d0003670.s001.h001 texture%1:07:02::
d0003671.s001.h001 key%1:07:00::
d0003672.s001.h001 tone%1:07:02::
d0003673.s001.h001 tune%1:07:00::
d0003674.s001.h001 tune%1:07:00::
d0003675.s001.h001 timbre%1:07:00::
d0003676.s001.h001 tone%1:07:01::
d0003677.s001.h001 color%1:07:02::
d0003678.s001.h001 fullness%1:07:02::
d0003679.s001.h001 mellowness%1:07:00::
d0003680.s001.h001 richness%1:07:01::
d0003681.s001.h001 volume%1:07:02::
d0003682.s001.h001 softness%1:07:01::
d0003683.s001.h001 pungency%1:07:00::
d0003684.s001.h001 bite%1:07:00::
d0003685.s001.h001 sharpness%1:07:02::
d0003686.s001.h001 raciness%1:07:01::
d0003687.s001.h001 acridity%1:07:00::
d0003688.s001.h001 bipedalism%1:07:00::
d0003689.s001.h001 fatness%1:07:00::
d0003690.s001.h001 adiposity%1:07:00::
d0003691.s001.h001 posture%1:07:01::
d0003692.s001.h001 walk%1:07:00::
d0003693.s001.h001 grace%1:07:01::
d0003694.s001.h001 stiffness%1:07:01::
d0003695.s001.h001 vitality%1:07:00::
d0003696.s001.h001 sentience%1:07:00::
d0003697.s001.h001 sex%1:07:00::
d0003698.s001.h001 dissolubility%1:07:00::
d0003699.s001.h001 echo%1:07:00::
d0003700.s001.h001 enthalpy%1:07:00::
d0003701.s001.h001 entropy%1:07:00::
d0003702.s001.h001 boil%1:07:00::
d0003703.s001.h001 mercury%1:07:00::
d0003704.s001.h001 simmer%1:07:00::
d0003705.s001.h001 coldness%1:07:00::
d0003706.s001.h001 cold%1:07:00::
d0003707.s001.h001 cold%1:07:00::
d0003708.s001.h001 chilliness%1:07:00::
d0003709.s001.h001 cool%1:07:01::
d0003710.s001.h001 warmth%1:07:01::
d0003711.s001.h001 visibility%1:07:00::
d0003712.s001.h001 luminosity%1:07:00::
d0003713.s001.h001 sensitivity%1:07:00::
d0003714.s001.h001 sensitiveness%1:07:00::
d0003715.s001.h001 snap%1:07:00::
d0003716.s001.h001 deadness%1:07:01::
d0003717.s001.h001 heaviness%1:07:00::
d0003718.s001.h001 preponderance%1:07:01::
d0003719.s001.h001 lightness%1:07:02::
d0003720.s001.h001 momentum%1:07:01::
d0003721.s001.h001 angular_momentum%1:07:00::
d0003722.s001.h001 angular_momentum%1:07:00::
d0003723.s001.h001 strength%1:07:00::
d0003724.s001.h001 smallness%1:07:03::
d0003725.s001.h001 firmness%1:07:03::
d0003726.s001.h001 guts%1:07:00::
d0003727.s001.h001 endurance%1:07:00::
d0003728.s001.h001 legs%1:07:00::
d0003729.s001.h001 capacity%1:07:01::
d0003730.s001.h001 immunity%1:07:00::
d0003731.s001.h001 potency%1:07:00::
d0003732.s001.h001 strength%1:07:08::
d0003733.s001.h001 force%1:07:00::
d0003734.s001.h001 strength%1:07:06::
d0003735.s001.h001 forcefulness%1:07:00::
d0003736.s001.h001 brunt%1:07:00::
d0003737.s001.h001 momentum%1:07:00::
d0003738.s001.h001 energy%1:07:00::
d0003739.s001.h001 zip%1:07:00::
d0003740.s001.h001 athleticism%1:07:00::
d0003741.s001.h001 foulness%1:07:01::
d0003742.s001.h001 seriousness%1:07:01::
d0003743.s001.h001 vehemence%1:07:01::
d0003744.s001.h001 emphasis%1:07:00::
d0003745.s001.h001 top%1:07:02::
d0003746.s001.h001 violence%1:07:00::
d0003747.s001.h001 savageness%1:07:00::
d0003748.s001.h001 savagery%1:07:01::
d0003749.s001.h001 weakness%1:07:00::
d0003750.s001.h001 weakness%1:07:00::
d0003751.s001.h001 tenuity%1:07:02::
d0003752.s001.h001 faintness%1:07:02::
d0003753.s001.h001 enervation%1:07:00::
d0003754.s001.h001 jugular%1:07:00::
d0003755.s001.h001 underbelly%1:07:00::
d0003756.s001.h001 exposure%1:07:00::
d0003756.s001.h002 exposure%1:07:00::
d0003757.s001.h001 sequence%1:07:00::
d0003758.s001.h001 rain%1:07:00::
d0003759.s001.h001 pelting%1:07:00::
d0003760.s001.h001 rotation%1:07:00::
d0003761.s001.h001 rotation%1:07:00::
d0003762.s001.h001 row%1:07:00::
d0003763.s001.h001 run%1:07:00::
d0003764.s001.h001 run%1:07:00::
d0003765.s001.h001 approach%1:07:00::
d0003766.s001.h001 forwardness%1:07:01::
d0003767.s001.h001 forwardness%1:07:01::
d0003768.s001.h001 coincidence%1:07:01::
d0003769.s001.h001 unison%1:07:02::
d0003770.s001.h001 presentness%1:07:00::
d0003771.s001.h001 currency%1:07:01::
d0003772.s001.h001 modernity%1:07:00::
d0003773.s001.h001 duration%1:07:00::
d0003774.s001.h001 length%1:07:01::
d0003775.s001.h001 longevity%1:07:00::
d0003776.s001.h001 longevity%1:07:00::
d0003777.s001.h001 shortness%1:07:02::
d0003778.s001.h001 durability%1:07:00::
d0003779.s001.h001 imperishability%1:07:00::
